id,y_true,y_pred,absolute_error
1730027639.447099,139.0,177.5025536482221,38.50255364822209
1730027649.465058,277.0,254.06106202466916,22.938937975330845
1730027659.478363,111.0,171.80327594438552,60.80327594438552
1730027669.497589,107.0,179.47709948062067,72.47709948062067
1730027679.522383,202.0,147.72007505052477,54.27992494947523
1730027689.540111,198.0,157.92323491051735,40.07676508948265
1730027699.563821,150.0,125.22309514887857,24.77690485112143
1730027709.597507,274.0,245.4709782980075,28.52902170199249
1730027719.622721,281.0,253.30735119625587,27.692648803744135
1730027729.639434,92.0,123.47449269104541,31.474492691045413
1730027739.659148,55.0,81.79851556715474,26.798515567154737
1730027749.666474,100.0,153.4804155188536,53.48041551885359
1730027759.686618,185.0,158.36452405128574,26.63547594871426
1730027769.697589,72.0,50.85933845927724,21.14066154072276
1730027779.714731,110.0,163.0157804598917,53.01578045989169
1730027789.734664,118.0,103.07811228303234,14.92188771696766
1730027799.756542,214.0,146.99859729435818,67.00140270564182
1730027809.773879,295.0,221.77392889122234,73.22607110877766
1730027819.798402,181.0,174.16595788399368,6.834042116006316
1730027829.819368,125.0,101.83547601327305,23.164523986726948
1730027839.83152,135.0,103.56520878091511,31.434791219084886
1730027849.851018,141.0,176.8822723504105,35.88227235041049
1730027859.872406,53.0,82.17314606462564,29.17314606462564
1730027869.89435,107.0,179.47709948062067,72.47709948062067
1730027879.917674,220.0,211.85920933166517,8.14079066833483
1730027889.932446,70.0,174.7208351872619,104.72083518726191
1730027899.95347,47.0,100.85985576049748,53.85985576049748
1730027909.973348,166.0,211.75723036152326,45.757230361523256
1730027919.991848,163.0,189.9584135315862,26.95841353158619
1730027929.998626,150.0,203.05628336974706,53.056283369747064
1730027940.020443,121.0,169.2311988217084,48.231198821708404
1730027950.039947,70.0,174.7208351872619,104.72083518726191
1730027960.064376,252.0,153.68650947308407,98.31349052691593
1730027970.078577,72.0,109.99902779890027,37.99902779890027
1730027980.100199,185.0,145.42886478164903,39.571135218350975
1730027990.117293,297.0,207.9972092226902,89.0027907773098
1730028000.145778,222.0,198.06602002302932,23.933979976970676
1730028010.164232,108.0,105.2050782794165,2.7949217205835026
1730028020.181076,236.0,230.5772242337341,5.422775766265886
1730028030.199152,95.0,146.27173897170897,51.27173897170897
1730028040.219412,233.0,254.0550836192973,21.055083619297307
1730028050.239551,73.0,152.38094687603638,79.38094687603638
1730028060.250543,222.0,198.06602002302932,23.933979976970676
1730028070.294225,185.0,158.36452405128574,26.63547594871426
1730028080.304399,178.0,121.99979950821111,56.00020049178889
1730028090.320193,171.0,177.17568486302878,6.175684863028778
1730028100.334022,129.0,158.71496032215657,29.71496032215657
1730028110.361297,142.0,109.49622651124142,32.50377348875858
1730028120.377119,150.0,207.72417484803483,57.724174848034835
1730028130.401872,131.0,129.05329822369725,1.9467017763027457
1730028140.423641,137.0,97.12927989718483,39.87072010281517
1730028150.441259,140.0,172.146765062155,32.146765062155
1730028160.461457,265.0,165.79595853246482,99.20404146753518
1730028170.484758,180.0,172.5523133160796,7.447686683920409
1730038363.932309,206.0,162.37809618375738,43.62190381624262
1730038373.950485,83.0,123.83433596242709,40.83433596242709
1730038383.976688,48.0,192.59955487492223,144.59955487492223
1730038393.999499,202.0,192.0710798651897,9.928920134810312
1730038404.014927,113.0,121.58137266933188,8.581372669331884
1730038414.039713,77.0,61.99822774926005,15.001772250739947
1730038424.061972,259.0,221.07802261365345,37.921977386346555
1730038434.084304,202.0,192.0710798651897,9.928920134810312
1730038444.091909,191.0,125.27939960483401,65.72060039516599
1730038454.113444,202.0,142.3109206622482,59.68907933775179
1730038464.137588,40.0,136.2340653108199,96.23406531081989
1730038474.144055,200.0,156.57687377662785,43.42312622337215
1730038646.438721,102.0,106.92918500252975,4.929185002529749
1730038656.468596,128.0,168.2136323571602,40.21363235716021
1730038666.493493,128.0,168.2136323571602,40.21363235716021
1730038676.517901,107.0,113.03465398619906,6.034653986199061
1730038686.53549,171.0,177.17568486302878,6.175684863028778
1730038696.555171,148.0,132.175618882606,15.824381117394012
1730038706.568386,183.0,115.87639955548843,67.12360044451157
1730038716.57137,195.0,235.16231617635128,40.16231617635128
1730038726.573703,209.0,157.93215937839972,51.06784062160028
1730038736.58011,59.0,69.47571507374218,10.47571507374218
1730038746.58591,341.0,261.50330095372067,79.49669904627933
1730038756.592317,104.0,74.6761245641992,29.3238754358008
1730038766.607511,306.0,249.1507407188866,56.849259281113405
1730038776.6216,248.0,223.740482745929,24.259517254071
1730038786.639444,258.0,170.67285698732016,87.32714301267984
1730038796.669941,257.0,190.66264878136707,66.33735121863293
1730038806.689179,139.0,177.5025536482221,38.50255364822209
1730038816.715748,39.0,58.46867367244572,19.468673672445718
1730038826.742853,200.0,144.42650416308084,55.573495836919165
1730038836.764964,69.0,95.10043703986781,26.100437039867813
1730038846.780388,37.0,80.11184913638412,43.11184913638412
1730038856.818725,69.0,95.10043703986781,26.100437039867813
1730038866.842794,259.0,158.27435685146017,100.72564314853983
1730038876.852535,142.0,189.87131851942672,47.87131851942672
1730038886.875018,191.0,125.27939960483401,65.72060039516599
1730038896.899696,150.0,207.72417484803483,57.724174848034835
1730038906.924075,180.0,172.5523133160796,7.447686683920409
1730038916.942842,268.0,210.87358259572397,57.126417404276026
1730038926.968228,101.0,97.25250430863413,3.74749569136587
1730038936.981139,155.0,222.4836101484881,67.48361014848811
1730038947.003296,103.0,129.83194068571228,26.831940685712283
1730038957.020172,42.0,80.4341512893629,38.4341512893629
1730038967.040961,109.0,108.54802746526389,0.45197253473611454
1730038977.063736,281.0,283.6355672939131,2.635567293913084
1730038987.083537,104.0,157.72588257467416,53.72588257467416
1730038997.131903,151.0,164.48803383176866,13.48803383176866
1730039007.167904,197.0,194.39235775717015,2.6076422428298542
1730039017.192783,87.0,112.82246612771675,25.82246612771675
